Title,Title_link,salary,tag-list,tag-list1,job-area,info-public,Thumbnail,company-name,company-tag-list,company-tag-list1,tag-list2,tag-list3,info-desc,company-tag-list2,tag-list4,tag-list5,tag-list6,Headline,Field1,Field2,Field3
Python开发工程师,https://www.zhipin.com/job_detail/f4156813fcd4409a1XF_09m_FFBS.html?lid=5VqE11lZkaq.search.78&securityId=-IiZKqO9E0naP-51N150ePF1m4vGSiRoeg28V96XLsiiQBbCSKSsAamcvF6WwOHSo-Fa5yMkTVKw0LD0p2gaK5GkwemYiUG5Hc1zwfnzAXi0sZWwp0A~&sessionId=,20-35K·15薪,后端,1-3年,上海·静安区·不夜城,孙女士招聘,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210803/d7595412c930810c3c99b51c85a02b29f03b6f2aeaed0468982aca9e26b79825.jpg?x-oss-process=image/resize,w_100,limit_0",循宇投资,基金,A轮,Python,MySQL,带薪年假，零食下午茶，加班补助，定期体检，五险一金，年终奖，生日福利，节日福利，团建聚餐，全勤奖，股票期权,0-20人,MongoDB,服务端开发经验,计算机相关专业,Python开发工程师,"后端
                                    Python
                                    MySQL
                                    MongoDB
                                    服务端开发经验
                                    计算机相关专业
                                    英语读写能力良好","岗位职责：    参与量化交易中各类系统的开发与改进。金融知识和量化交易相关背景是加分条件但不是必要条件。可根据个人兴趣选择包括但不限于以下具体工作：    1. 负责回测系统的完善与优化工作    2. 搭建自动化因子搜索系统    3. 研究市场成交模型与规则，并开发相应的研究框架    4. 实现线上标准格式大数据存取的工作流任职要求：    1. 精通Python，具有良好的工程开发能力    2. 国内外全日制院校计算机或相关专业本科及以上学历，或有具有同等能力者加分条件：    1. 有工业界全职Python开发经验，参与过中大型Python工程项目    2. 掌握常用的数据分析组件，如numpy, sklearn, pandas等    3. 熟悉各类型数据库，具有数据库操作经验和大规模处理海量数据的能力面试流程：    两轮技术面试","循宇是一家致力于用高质量代码和数学模型探索投资机会的量化交易公司。我们通过使用神经网络，强化学习等训练方式，搜寻藏匿在市场数据里的微观结构规律来实现稳定的盈利。团队自主研发了微秒级别延时的高性能交易系统，并且实现了全自动化模型计算和交易执行。我们是一个对前沿技术充满激情的团队，大部分成员毕业于上海交通大学，中国科学院大学，美国卡耐基梅隆大学和美国宾夕法尼亚大学等国内外知名院校，并有着谷歌, 微软和亚马逊等大型科技公司的工作背景。我们的交易员也曾分别供职于上海和香港多个行业内领先的金融机构，并有着7年以上的交易策略开发经验。循宇重视并且尊重人才，秉承不浪费求职者时间，不给人乱画饼的理念。我们正努力创造一个公平公正的环境，让员工能专注于自己的工作。我们坚信平等的管理原则，同事之间没有严格的上下级之分。只要你的代码够牛，没人能够BB你。我们团队虽然不大，公司也处于初期阶段，但是这同样也是小公司的魅力所在，意味着你将拥有更多自由创造的机会，并且获得这个行业更加全面的视野。同时，更现实的，也意味着你能够在经济上分得更大的一杯羹。衷心的希望你的加入！"
Python开发工程师,https://www.zhipin.com/job_detail/2e65e5ce895ed42a1n193t-6EVRW.html?lid=5VqE11lZkaq.search.79&securityId=QEZvnwSfU9bpS-818KiV7xqY0xoTEgWaiVmrygX4CVncngBR9O8F1fTmW9OdRakSnx78d90mSgYZ33xZCejEJCxHjS87jtrZQsjZfuNk8WBJqdv4MACC&sessionId=,25-30K·14薪,Java,3-5年,上海·徐汇区·漕河泾,马女士HRBP,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",蚂蚁跳跃,互联网,B轮,容器技术,Flask,员工旅游，交通补助，带薪年假，五险一金，通讯补贴，年终奖，节日福利，零食下午茶,100-499人,GPU,tensor,docker,Python开发工程师,"Java
                                    容器技术
                                    Flask
                                    GPU
                                    tensor
                                    docker
                                    Python",工作职责：1、负责AI模型的封装部署2、负责制作符合公司标准的容器镜像配合运维团队生产发布3、从事服务端深度学习模型的算法优化和研发落地任职资格：1、熟悉主流的python web框架，例如fastapi、flask2、对并发编程有较强的理解，有GPU编程方面的工作经验优先3、数学基本功扎实，熟悉tensor基本操作4、熟练使用docker，对devops有一定理解5、抗压能力强，了解c++和java优先,成立于2019年，是集团性公司，旗下包括其互联网、教育、零售等业务版块。立足家用机器人领域，致力于研发革命性科技产品的公司。我们希望用新科技将人解放出来，让人类过上更自由、有所热爱的生活。同时蚂蚁跳跃拥有一支企业管理的资深专家顾问团队，我们长期专注于为企业级客户提供全流程的私域流量的营销工具和方案，以及在线教育平台延伸；拥有丰富的实战经验，铸就了蚂蚁跳跃的品牌和实力。蚂蚁跳跃一直注重产品实力，以系统性为产品标准，以专业高效为服务理念，以提升客户价值为服务宗旨，专注标准化、人本化方案设计。
python开发工程师,https://www.zhipin.com/job_detail/f4f2213b5887dc5f1HNy09q1ElNW.html?lid=5VqE11lZkaq.search.80&securityId=1aIhaO0AoIeBZ-K1VdVkLa8XfOmQ7mri6fwFmlwjfPcvHadi4Xk_d5rNdsRq9OHtbgFPAYNJadXGmV9vsSqNtN0Ax-9QUQfuu2WMJkQB3kZcza5anKiUnNdRGWB03MQ276HKRAV4aHYDcFfMlfdtSJl7&sessionId=,20-30K,Python,3-5年,上海·徐汇区·漕河泾,李女士HR,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230330/7bf6f160950405e96b3e9a008111a3ebd7f115fb5045005c8e4c66064cdf24d802546e254d65722e.jpg?x-oss-process=image/resize,w_100,limit_0",澜码科技,计算机软件,A轮,Java,Flask,带薪年假，年终奖，五险一金,20-99人,MySQL,,,python开发工程师,"Java
                                    MySQL
                                    Python
                                    Flask",岗位职责：1.负责Python代码执行器的开发与维护，确保其高效、稳定运行。2.根据项目需求，设计并实现高性能的Python应用程序。3.参与系统架构设计，优化现有系统的性能和可扩展性。4.分析并解决系统的技术问题，提供技术支持。5.编写和维护相关技术文档。任职要求：1.3-5年Python开发经验，能够熟练使用Python进行开发。2.深入理解Python开发生态，包括但不限于常用库、框架（如FastAPI、Flask等）。3.熟悉Python的异步编程（如asyncio）及多进程机制，能够编写高并发的应用程序。4.掌握常用的数据结构和算法，有良好的编程习惯和代码风格。5.具备良好的问题分析和解决能力，能独立完成任务。6.良好的团队合作精神和沟通能力，能够与团队成员高效协作。7.熟悉其他编程语言（如Java、golang等）者优先。,我们致力于利用大数据、AI等技术来释放员工生产力，让工作变得更加轻松。我们的研发团队由业界领先的工程师组成，他们以激情和灵活的思维，将先进技术应用于实际的环境中。让我们一起参与到这场科技革命中，让工作变得更美好！
Python后端工程师,https://www.zhipin.com/job_detail/3d1307fa77e22c051Xdz3d-6EFpZ.html?lid=5VqE11lZkaq.search.81&securityId=_iHDABQoMXrUn-k1-27WS6mXZjqr3J-a9jBPFBPFN6oU0Fg_6OrYUSBxFgJtjvkvFwoSi6Wig5NGXqpDXZdeIGxyAFlc44Bakti5c7C9x_TXnB-JdVo~&sessionId=,20-40K,后端,3-5年,上海·闵行区·颛桥,王先生HRBP,"https://img.bosszhipin.com/beijin/upload/com/logo/20221129/7b5b554d84f9729c005dcbb7ccb4f7104e645dd474b7121f4dc937c436200f69ccbfbafda55ca493.jpg?x-oss-process=image/resize,w_100,limit_0",零唯一思,医疗健康,未融资,Python,Django,员工旅游，带薪年假，股票期权，年终奖，定期体检，五险一金,20-99人,Shell,计算机相关专业,,Python后端工程师,"后端
                                    Python
                                    Django
                                    Shell
                                    计算机相关专业",职责描述：1、系统需求分析与设计，产品模块的开发工作；2、根据开发进度和任务分配，完成相应模块的开发、编程、测试任务，解决关键问题和寻找技术方案； 3、配合其他研发人员完成模块研发、调试、安全检测及上线。任职要求：1、计算机相关专业，本科以上学历，2年以上相关工作经验；2、熟练掌握Django开发框架，熟悉其他Python开发框架者优先；3、熟悉Linux/Unix系统与开发环境；4、熟悉数据库，精通SQL和数据结构，具有MySQL等关系型数据库开发经验，有其他数据库PostgreSQL/MongoDB工作经验者优先；5、具有良好的代码风格、接口设计与系统架构设计能力；6、抗压能力强，勇于挑战，能够适应高强度的创新产品及工具研发工作；7、思路清晰，具备良好的沟通能力和团队协作精神。,上海零唯一思科技有限公司（简称“零唯一思”）于2021年12月由上海交大计算机系吕宝粮教授、米哈游共同合作成立。公司致力于情感智能技术的创新与实践，让机器更温馨地服务于人类。近期，为抑郁症患者提供客观评估技术与数字疗法。未来，让机器能知人心懂人意，打造适合于各类人群的智慧系统与服务机器人，共创温馨的和谐社会。公司核心技术团队汇集了名校的硕博士，知名公司人工智能专家，及算法团队。技术方向涵盖人工智能、情感脑机、深度学习、NLP、图像语音、硬件系统等智能化研发方向。加入零唯一思，和优秀的人做有意义的事，创造属于我们自己的高光时刻。
python开发工程师,https://www.zhipin.com/job_detail/28a617f9379307f81nB_292_FlFU.html?lid=5VqE11lZkaq.search.82&securityId=MwY8CFTIy5y8E-q1SjX1mdG7tyZSnbsfLfHAmi5w5Jt1WuIB_cDhNSXlSXN93TvKbqBnJoeyzkhN0UOKQnUdhif5GlRV9wRtxPe8Idt6sGQzWWwzEjqHNumyvFjgVPXohqfa6u2l2JWAS7SEDqE~&sessionId=,14-22K,python,1-3年,上海·浦东新区·张江,张女士HR,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180412/01c71ecc2e2c9d35d70f881e0730f5c7.png?x-oss-process=image/resize,w_100,limit_0",北京百度网讯有限公司,互联网,已上市,php,,工作氛围好，补充医疗保险，五险一金，通讯补贴，餐补，股票期权，员工旅游，团队nice，不打卡，零食下午茶，带薪年假，免费班车，定期体检，包吃，节日福利，年终奖，交通补助,10000人以上,,,,python开发工程师,"python
                                    php",【岗位职责】1.负责完成商业项目数据分析工作；2.负责数据的深度提取和挖掘、数据抽取、数据清洗、数据消重等研发和优化工作；【任职要求】 1.大学本科及以上学历，计算机、统计学、数学等相关专业；2.精通Python，1年以上Python开发经验，有大数据处理经验优先；3.分析能力强，逻辑思维清晰；4.具备良好的团队合作精神及抗压能力，有进取精神、善于学习、思维敏捷、善于创新；5.此岗位为外包岗位，介意勿投。,全球最大的中文搜索引擎、最大的中文网站。2000年1月创立于北京中关村。员工人数超过10000人。如今的此公司，已成为中国最受欢迎、影响力最大的中文网站。此公司拥有数以千计的研发工程师，这是中国乃至全球最为优秀的技术团队，这支队伍掌握着世界上最为先进的搜索引擎技术，使此公司成为中国掌握世界尖端科学核心技术的中国高科技企业。从创立之初，此公司便将“让人们最便捷地获取信息，找到所求”作为自己的使命，10年来，公司秉承“以用户为导向”的理念，始终坚持如一地响应广大网民的需求，不断地为网民提供基于搜索引擎的各种产品，其中包括：以网络搜索为主的功能性搜索，以贴吧为主的社区搜索，针对各区域、行业所需的垂直搜索，Mp3搜索，以及门户频道、IM等，全面覆盖了中文网络世界所有的搜索需求，根据第三方权威数据，此公司在中国的搜索份额超过70%。在面对用户的搜索产品不断丰富的同时，服务于生机勃勃的企业的搜索推广应运而生。多年来，通过搜索推广，极大地促进了中国数十万中小企业的生存与发展。搜索推广，以及基于搜索推广的此公司推广也得到迅速发展，以全球以及中国500强为主的大型企业，在此公司搜索平台上开展以搜索推广为基础的品牌推广，为企业的品牌、产品推广创造了不同凡响的收益。同时，此公司近年来响应网民的诉求，进入C2C电子商务领域，为网民提供更多更好的一站式服务。为推动中国数百万中小网站的发展，此公司借助超大流量的平台优势，联合所有优质的各类网站，建立了世界上最大的网络联盟，使各类企业的搜索推广、品牌营销的价值、覆盖面均大面积提升。与此同时，各网站也在联盟大家庭的互助下，获得最大的生存与发展机会。2005年8月5日，此公司在美国纳斯达克上市，其不仅上市当日，即成为该年度全球资本市场上最为耀眼的新星，通过数年来的市场表现，其优异的业绩与值得依赖的回报，使之成为中国企业价值的代表，傲然屹立于全球资本市场。2008年1月23日，此公司日本公司正式运营，国际化战略全面启动。
Python开发工程师,https://www.zhipin.com/job_detail/e4acde9fcb2e45841HF_2di0GFNY.html?lid=5VqE11lZkaq.search.83&securityId=qGEdxETInjsJO-01OLVFEISM_9C8gEb8SWTXXYRJzj_CpfR_o4iHPHNnrjg4ZDeLGwIm_2RNV2HCaWC-03RhyJmvUCmAjmXunN1Ix4NaBjB2HN3iXJo~&sessionId=,14-28K,Python,3-5年,上海·浦东新区·张江,张先生研发经理,"https://img.bosszhipin.com/beijin/upload/com/logo/20191126/186de122dedbc35221eb5595c8eeff52823cba4b6224e183c6ec38d82725cd44.jpg?x-oss-process=image/resize,w_100,limit_0",上海鑫测,计算机软件,B轮,C++,Numpy,节日福利，员工旅游，五险一金，带薪年假，年终奖,20-99人,Pandas,架构设计经验,Linux开发/部署经验,Python开发工程师,"C++
                                    Pandas
                                    架构设计经验
                                    Linux开发/部署经验
                                    Numpy
                                    Python",1. 职位职责：1) 负责通信产品2/3/4/5G 等无线通信技术协议以及射频测试数据统计和分析系统的设计和开发，发布布署。2) 客户技术需求沟通和交流。3) 客户应用问题分析和及时解决。4) 操作使用SOP编写以及相关使用人员培训。2. 任职要求：1）五年以上Unix、Linux或者MacOS系统软件开发经验，三年以上的Python开发经验；2）具备面向对象的软件开发思想，熟练使用基本的数据结构和算法，深入理解多线程、Socket等相关技术；3）具备良好的编码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；4）熟练使用python进行数据处理以及报表制作的常用库；熟悉Python的高级特性，深入理解各种设计模式和应用场景；                             5）有版本发布和布署经验。3. 其他要求：1）能够使用英语作为工作语言；2）自我学习和自我驱动力强，抗压能力强；3）愿意从事软件开发工作，敢于挑战技术难题。,深圳市鑫信腾（艾特讯）科技有限公司成立于2009年7月，公司立足成为3c检测技术整体解决方案以及智慧工厂解决方案提供商。公司现已发展为3C电子制造领域集研发、制造、销售与服务为一体的国家高新技术企业，并已成为行业唯一一家提供从主板到整机、从测试单元到自动化测试线等完整自动化测试解决方案的综合性企业。       公司核心技术涵盖：射频检测技术、声学检测技术、功能检测技术、视觉检测技术、机器人柔性控制技术和高精密机械技术，以及产线自动化升级改造等领域。公司技术团队凝聚了一批追求卓越，勇于探索的专业人员，以国家千人学者、博士生导师，博士生为核心的技术团队，技术团队平均工作年限超过10年。       伴随着人工智能与万物互联双时代的到来，以及国家对于2025智能制造的规划，公司迎来了史上发展的重大机会，自成立之日起，销售额每年递增50%以上，并于2017年9月完成A轮数千万融资，2018年9月完成B轮数千万融资。       公司总部位于深圳市宝安区，公司在上海市浦东新区，苏州市吴江区，北京等地均设有研发子公司。上海公司地址为：上海市浦东新区蔡伦路1690号2号楼215室       公司网址：www.itc-auto.com
python开发工程师,https://www.zhipin.com/job_detail/543433fa4e959cbc1nJy0tq-GVJS.html?lid=5VqE11lZkaq.search.84&securityId=wVNF0U7NQY2KH-f1vaXnVUy94vJtPTtXQdY2OdZhjv5Cx5GSy46Gp73X_1E12IJAZdqbaTstl2RC3ABUQbhgoiPBCVZFKQJrgQmpQfNmfzx9tMxJSSDw&sessionId=,20-40K·14薪,分布式技术,1-3年,上海·浦东新区·陆家嘴,颜女士人事主管,"https://c-res.zhipin.com/jrs/991c40d24c38fb7587d34b9f8e0fe0c5.jpg?x-oss-process=image/resize,w_100,limit_0",上海弗样科技有限公司,互联网,不需要融资,容器技术,Linux,带薪年假，定期体检，零食下午茶，加班补助，商业险，员工旅游，节日福利，餐补，五险一金，包吃，年终奖,20-99人,,,,python开发工程师,"分布式技术
                                    容器技术
                                    Linux","岗位职责：1,参与公司数据平台和量化平台开发岗位要求：1,熟练使用python2,熟悉linux系统下开发3,有分布式计算开发经验优先4 熟悉docker,k8s(Kubernetes)优先5,本科以上学历,重点大学(211/985)以上优先面试形式：笔试+面试",
python开发工程师,https://www.zhipin.com/job_detail/8b7e3d28726985321Hd53di8EFtX.html?lid=5VqE11lZkaq.search.85&securityId=0WoSBEX0tSxg2-T1aKieq2lcQ0Q7Kpf8juNmXKcj_pyR0hiAT0cynMYlgXdIvhkYvJsiJ7k6XpBGKuvB9e6f4zScB638HOwyGZ9eqii1nn18p_if5g~~&sessionId=,15-30K·13薪,Python,3-5年,上海·闵行区·虹桥,王女士HR,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180427/4e1c69fc8a72bd77add9a3619375df081d2b7246f77d8fd8483f85c2fd711f63.jpg?x-oss-process=image/resize,w_100,limit_0",TVU,计算机软件,不需要融资,Java,MySQL,员工旅游，补充医疗保险，包吃，年终奖，定期体检，带薪年假，五险一金，节日福利，零食下午茶,100-499人,分布式经验,微服务经验,,python开发工程师,"Java
                                    分布式经验
                                    微服务经验
                                    MySQL
                                    Python",岗位描述：1 开发维护ERP软件odoo.sh；2 开发维护现有java服务内容；3 参与数据库维护；职位要求：1 精通Python，有Python开发ERP经验；2 熟练使用Java，Sql；3 有Odoo.sh开发经验；4 熟练使用数据库，进行数据的整理，维护，更新，可视化等操作；5 3年以上工作经验；6 本科及以上学历背景。工作地点北京或上海。,"TVU Networks provides broadcast organizations around the globe with cutting-edge wireless electronic news gathering (ENG) and Internet broadcasting solutions. Since its founding in 2005, TVU has provided solutions that enable any size broadcaster to overcome the limitations of cable and satellite infrastructure, expand distribution to a wider audience and capture and broadcast live video content in a cost effective way.TVU Networks is privately held and is backed by New Atlantic Ventures and Altos Ventures. The company is headquartered in Mountain View, CA with offices in New York, Boston, Raleigh, North Carolina and Shanghai, China. TVU Networks成立于2005年（以下简称TVU），公司致力于解决现有微波和卫星等网络设施的局限，利用在数字广播领域领先的IP化技术优势，为全球各广播组织提供了技术领先的新闻采集系统（ENG）和因特网广播解决方案。TVU将基于SDI的视频流转向基于IP的基础设施，这些操作包括信号的采集、传输、路由选择、分发和管理。TVU服务于全球80多个国家的各种规模的客户，所涉行业包括新闻广播、网络流媒体，并且拓展到需要高效部署即时视频的业务机构，如体育、企业和政府等。在包括美国、中国等主要经济大国在内的全球广播市场上，TVU是占主导地位的领导者。所有的新闻广播电视机构中有一半以上都使用TVU的IP视频解决方案，包括备受赞誉的TVU One, TVU Grid，TVU Mlink，TVU Anywhere等。作为IP视频技术的先驱，TVU的使命是成为广播机构向IP主导型基础设施过渡的领路人。2020年度，公司被认定为“高新技术企业”，公司员工可通过“引进人才”方式快速落户上海。"
python工程师,https://www.zhipin.com/job_detail/cfc66eb1c2dc912c1nFy3di0FFpU.html?lid=5VqE11lZkaq.search.86&securityId=pbipxKCc0BR9I-i1GmbU_CNVhk5md7ioxFEpki3n8EcQW3AvrlTVzLMtkfXI68CwLCNJmy7t3pVyKiii0PXBYWQFWUTCnPvjCwjtysAHLO9FdsTR1eQ~&sessionId=,20-35K·13薪,python,1-3年,上海·浦东新区·张江,张先生招聘者,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",逾谦科技,移动互联网,不需要融资,AI,换脸,年终奖，股票期权，五险一金，带薪年假，员工旅游,0-20人,图形,,,python工程师,"python
                                    AI
                                    换脸
                                    图形",python工程师任职要求：1、计算机或相关专业本科及以上学历；2、三年及以上工作经验；3、通精python，并掌握多种其他语言，会windows客户端编程；4、对技术充满热情；5、有机器学习、神经网络等相关AI工作经验者优先；岗位职责：1、基于开源软件，负责AI实时换脸项目的开发和研究；2、负责视频自动化剪辑，音频变换的相关开发和研究；3、持续改进人物识别、物品识别、图像质量优化、语音识别等功能。,上海逾谦科技有限公司，专注于互联网相关技术研发与应用，以技术服务于新型业态。主要涉及有直播、视频等领域。
Python工程师,https://www.zhipin.com/job_detail/881029d2189c06ab1nN72ty7GVpY.html?lid=5VqE11lZkaq.search.87&securityId=tR-9OvEHMlvKQ-31_IwGqea0naxWHv84E0SL0nLswHdDspDl9Tfs0aHwbo_SdTE_n4JObXQIVk_gug9JVpJ4u4XyGREytAOdLZyxtBOLnZWqoftSpw~~&sessionId=,20-30K,Python,3-5年,上海·长宁区·北新泾,李女士HR VP,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190327/d100f94269cf2be1353bac7f898d950870bf23bff031f8f1e5233b4abfe085d2.jpg?x-oss-process=image/resize,w_100,limit_0",北京趋享智能科技...,企业服务,天使轮,机器学习,深度学习,带薪年假，餐补，包吃，五险一金，股票期权，年终奖，交通补助，员工旅游,20-99人,ETL,数据库,,Python工程师,"Python
                                    机器学习
                                    深度学习
                                    ETL
                                    数据库",工作职责：1. 参与世界500强企业的AI项目，负责AI项目交付阶段的数据分析、处理和建模pipeline搭建2. 基于客户需求和解决方案，设计数据处理方案，完成数据pipeline搭建工作3. 与客户及公司领导进行紧密的沟通，在预设的时间和预算内完成项目要求任职要求：- 对人工智能领域感兴趣，且愿意深耕，对数字和技术高度敏感- 统招本科及以上学历，计算机、电子、通讯、统计等相关专业- 熟悉Linux和Python等编程语言，能用Python建立高效的数据处理和机器学习pipeline- 工作踏实，态度积极，能接受出差，有较强的执行力和自我驱动能力- 良好的协调及沟通表达能力，良好的客户服务意识- 良好的代码规范意识，具有高质量的文档能力加分项：- 熟悉零售行业者优先- 有售后支持工作经验者优先,趋享智能为面向消费者的行业提供定制化的人工智能的产品和服务，以先进的人工智能技术为依托，分析、挖掘和实现大数据的商业价值，助力企业成长。公司核心团队拥有十五年以上利用大数据和人工智能指导企业运营发展的实战经验，并成功服务过全球超过30家企业，为客户创造了上亿元的利润增值。
Python工程师,https://www.zhipin.com/job_detail/344b6e4ef1ee8fa31Xd50tm6E1NT.html?lid=5VqE11lZkaq.search.88&securityId=tSlvXsJadO3WU-s17iwgSGzybbOTj3NvvLllPn5sFnfTgItbmko-bJ7dzuubGK-hSE0E0YS3BPua8QffMAaQVqOKA-0GwkjzkOaHbqd-CkkDTpva8gc~&sessionId=,15-25K,python,1-3年,上海·浦东新区·陆家嘴,朱女士HR,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",上海兴康医药研究开发,生物/制药,0-20人,,,,,,,,Python工程师,python,1、参与程序设计与代码编写，按照既定计划目标完成开发任务；2、公司内部相关信息化系统的开发与维护；任职条件：1、计算机相关专业大专及以上学历；2、熟悉Python语言；3、2年以上金融数据处理和机器交易经验。,
Python开发工程师,https://www.zhipin.com/job_detail/f4a41647b59921531X1-0tm1GFI~.html?lid=5VqE11lZkaq.search.89&securityId=a6BZ7E0DnqMYg-f1eG-hgJUi71EJoKo0FTg1XtnB6r4-9TKYfzkfVJ66ZMMbobZSpn_fOwbJ12Qv69C2HEvLEK1LN0Rw8DDMLiGNDAdT_qdWIRw~&sessionId=,15-25K,python,3-5年,上海·虹口区·周家嘴路,陈女士价值创造与发展部经理,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",歌斐资产,互联网金融,100-499人,,,,,,,,Python开发工程师,python,1. 负责大数据部门相关后台系统研发2. 负责大数据部门相关API接口的提供3. 负责相关高并发业务的开发任职要求：1. 本科及以上学历，3年以上互联网业务开发开发经验 2. 精通Linux、Mysql、Redis3. 精通Python，熟练使用Flask、Gunicorn、Numpy、Scipy、ScikitLearn等类库，有golang和php开发经验者优先4. 有Spark SQL、Tensorflow等使用经验者优先5. 掌握基本的数据结构、算法，依据实际的数据问题具备一定的算法调优能力 6. 对商业化业务感兴趣，对数据敏感，逻辑性强，认同技术驱动业务发展的价值观，能不断用简单优雅的技术方案解决业务问题，有良好的逻辑思维与沟通能力,
Python高级工程师,https://www.zhipin.com/job_detail/c11527209b1b77c71Xd63NW8FVZZ.html?lid=5VqE11lZkaq.search.90&securityId=MU2TVkFvOLy50-S1Q2jlXYwnjLLzTLcI2-b8u9YEuy52OCj9b_gtyEVasbm9KmKziamRgjdaY4-gZgi1bXFgH88qxjfcwLDcqvEprS6pvu4-CPN4wA~~&sessionId=,15-27K·15薪,容器技术,5-10年,上海·徐汇区·徐家汇,刘先生系统架构师,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180510/943478f2ee79ef13700aa1351ce79b63cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",财联社,社交网络与媒体,不需要融资,Flask,GIT,餐补，年终奖，交通补助，五险一金，带薪年假，节日福利,100-499人,Redis,SQL,高级软件工程师,Python高级工程师,"容器技术
                                    Flask
                                    GIT
                                    Redis
                                    SQL
                                    高级软件工程师
                                    中级软件工程师
                                    MySQL","职位描述职责：• 负责平台架构设计、开发、部署，及相关技术文档的撰写• 参与制定代码规范、测试规范，建立起开发质量控制方法• 协助团队攻克各种高并发、数据隔离、系统解耦等方面的技术难关任职要求：• 具有3-10年后台开发经验，具备良好的编码习惯• 精通Python，并掌握其工作原理、性能优化• 精通flask，对使用flask开发应用有深入理解• 熟练使用mysql、Mongo DB、redis 等数据库及缓存技术   熟悉使用kafka,hbase, ES等大数据相关技术   熟悉k8s，docker等容器化技术• 熟悉设计模式、服务架构、有丰富的分布式系统开发经验，具备独立完成项目的能力• 熟练掌握git等管理工具• 有扎实的编程能力，善于抽象、总结、思考，对技术有执着追求• 有良好的沟通与表达能力，较强的学习能力与团队协作能力",财联社 中国领先的财经新媒体和新型金融信息服务商财联社由上海报业集团主管主办，通过原创财经资讯和创新金融科技工具，着力为金融机构、上市公司、投资者等市场参与者提供有价值的金融信息服务。目前旗下拥有财联社、科创板日报、鲸平台、摩尔投研四大新媒体平台，经过多年发展，已成功跻身国内财经媒体第一梯队，市场规模、传播力、引导力都位居全国媒体前列。
python开发工程师,https://www.zhipin.com/job_detail/56b32306d036c6391Hd-3Nu1F1dX.html?lid=5VqE11lZkaq.search.91&securityId=Je8vUUza8MlXj-s1naD3d-ehYJH7Rdk-gwY4jFHExpHgYeQg2s_VGAwJ3StVF8iUZMpzz0wcAshnFYeGX4a-X9x4Oq7M-fPazcTcXNfYqtbuOcZY2w~~&sessionId=,18-30K·14薪,Python,3-5年,上海·徐汇区·漕河泾,黄先生技术经理,"https://img.bosszhipin.com/beijin/upload/com/logo/20190528/5fc4cacdb90b167df85d3f4f52ff3e95900104e1766f81a80deceb22116d426e.jpg?x-oss-process=image/resize,w_100,limit_0",魔珐科技Xmov,人工智能,C轮,Django,Flask,年终奖，团建聚餐，补充医疗保险，带薪年假，生日福利，交通补助，定期体检，节假日加班费，股票期权，节日福利，零食下午茶，绩效奖金，五险一金，法定节假日三薪,100-499人,MySQL,Redis,PostgreSQL,python开发工程师,"Django
                                    PostgreSQL
                                    MySQL
                                    Redis
                                    Python
                                    Flask
                                    数据库设计",职位描述：1、根据需求，参与主导各个数字人终端产品和项目的开发工作；2、根据实际产品需求，进行需求分析，数据库设计，接口开发与联调；3、根据需求，进行算法工程化封装，部署，对接；4、对已有系统进行功能，性能优化。职位要求：1、计算机或相关专业本科或以上学历；2、熟练掌握Python、Golang、C++ 至少1种，具有扎实的计算机基础和编程能力；3、精通数据结构和算法，有很好的面向对象分析和设计能力，精通常用设计模式和主流设计工具；4、至少熟悉一种常见的数据库，例如MySQL、PG等；5、具备解决问题和协作的能力，具有较强的沟通和团队合作能力。,魔珐科技成立于2018年，是一家以三维计算机图形学和AIGC技术为核心的3D虚拟人科技公司。魔珐科技打造了全球首个端对端的超写实3D虚拟人工业化产线，并在此基础上建立了“3D虚拟人AIGC平台--星云平台”，自研了3D虚拟人AIGC消费级产品矩阵，致力于为各行各业提供高质量、高效率、低门槛、规模化的超写实3D虚拟人技术，产品和服务。魔珐科技已完成了数亿美金融资，其中，C轮融资达1.1亿美金，由软银愿景和某知名战略投资机构领投。
